Mod:Item:MetaData, Localized Name
openblocks:crane_control, 起重机控制器
openblocks:crane_backpack, 起重机背包
openblocks:slimalyzer, 史莱姆区块探测器
openblocks:xp_bucket, 液态经验桶
openblocks:sleeping_bag, 睡袋
openblocks:paintbrush, 颜料刷
openblocks:stencil:0, 模板
openblocks:stencil:1, 模板
openblocks:stencil:2, 模板
openblocks:stencil:3, 模板
openblocks:stencil:4, 模板
openblocks:stencil:5, 模板
openblocks:stencil:6, 模板
openblocks:stencil:7, 模板
openblocks:stencil:8, 模板
openblocks:stencil:9, 模板
openblocks:stencil:10, 模板
openblocks:stencil:11, 模板
openblocks:stencil:12, 模板
openblocks:stencil:13, 模板
openblocks:stencil:14, 模板
openblocks:squeegee, 刮刀
openblocks:empty_map, 空白地图
openblocks:cartographer:0, 制图机器人
openblocks:tasty_clay, 美味粘土
openblocks:golden_eye, 黄金之眼
openblocks:generic_unstackable:0, 指针
openblocks:cursor, 游标
openblocks:info_book, 用开放式方块主宰世界
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, 海绵棒
openblocks:pedometer, 计步器
openblocks:epic_eraser, 史诗橡皮擦
openblocks:wrench, 大金属棒
openblocks:glyph:32, " " 雕文
openblocks:glyph:48, "0" 雕文
openblocks:glyph:49, "1" 雕文
openblocks:glyph:50, "2" 雕文
openblocks:glyph:51, "3" 雕文
openblocks:glyph:52, "4" 雕文
openblocks:glyph:53, "5" 雕文
openblocks:glyph:54, "6" 雕文
openblocks:glyph:55, "7" 雕文
openblocks:glyph:56, "8" 雕文
openblocks:glyph:57, "9" 雕文
openblocks:glyph:65, "A" 雕文
openblocks:glyph:66, "B" 雕文
openblocks:glyph:67, "C" 雕文
openblocks:glyph:68, "D" 雕文
openblocks:glyph:69, "E" 雕文
openblocks:glyph:70, "F" 雕文
openblocks:glyph:71, "G" 雕文
openblocks:glyph:72, "H" 雕文
openblocks:glyph:73, "I" 雕文
openblocks:glyph:74, "J" 雕文
openblocks:glyph:75, "K" 雕文
openblocks:glyph:76, "L" 雕文
openblocks:glyph:77, "M" 雕文
openblocks:glyph:78, "N" 雕文
openblocks:glyph:79, "O" 雕文
openblocks:glyph:80, "P" 雕文
openblocks:glyph:81, "Q" 雕文
openblocks:glyph:82, "R" 雕文
openblocks:glyph:83, "S" 雕文
openblocks:glyph:84, "T" 雕文
openblocks:glyph:85, "U" 雕文
openblocks:glyph:86, "V" 雕文
openblocks:glyph:87, "W" 雕文
openblocks:glyph:88, "X" 雕文
openblocks:glyph:89, "Y" 雕文
openblocks:glyph:90, "Z" 雕文
openblocks:glyph:97, "a" 雕文
openblocks:glyph:98, "b" 雕文
openblocks:glyph:99, "c" 雕文
openblocks:glyph:100, "d" 雕文
openblocks:glyph:101, "e" 雕文
openblocks:glyph:102, "f" 雕文
openblocks:glyph:103, "g" 雕文
openblocks:glyph:104, "h" 雕文
openblocks:glyph:105, "i" 雕文
openblocks:glyph:106, "j" 雕文
openblocks:glyph:107, "k" 雕文
openblocks:glyph:108, "l" 雕文
openblocks:glyph:109, "m" 雕文
openblocks:glyph:110, "n" 雕文
openblocks:glyph:111, "o" 雕文
openblocks:glyph:112, "p" 雕文
openblocks:glyph:113, "q" 雕文
openblocks:glyph:114, "r" 雕文
openblocks:glyph:115, "s" 雕文
openblocks:glyph:116, "t" 雕文
openblocks:glyph:117, "u" 雕文
openblocks:glyph:118, "v" 雕文
openblocks:glyph:119, "w" 雕文
openblocks:glyph:120, "x" 雕文
openblocks:glyph:121, "y" 雕文
openblocks:glyph:122, "z" 雕文
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, 输入口
libvulpes:hatch:1, 输出口
libvulpes:hatch:2, 液体输入口
libvulpes:hatch:3, 液体输出口
libvulpes:placeholder, 机器
libvulpes:structuremachine, 机器结构方块
libvulpes:advstructuremachine, 高级机器结构方块
libvulpes:creativepowerbattery, 创造模式能量输入口
libvulpes:forgepowerinput, 能量输入口
libvulpes:forgepoweroutput, 能量输出口
libvulpes:coalgenerator, 燃煤发电机
libvulpes:motor, 马达
libvulpes:advancedmotor, 高级马达
libvulpes:enhancedmotor, 强化马达
libvulpes:elitemotor, 精英马达
libvulpes:productdust:0, 双锂 粉
libvulpes:productdust:1, 铁 粉
libvulpes:productdust:2, 金 粉
libvulpes:productdust:3, 硅 粉
libvulpes:productdust:4, 铜 粉
libvulpes:productdust:5, 锡 粉
libvulpes:productdust:6, 钢 粉
libvulpes:productdust:7, 钛 粉
libvulpes:productdust:9, 铝 粉
libvulpes:productdust:10, 铱 粉
libvulpes:productingot:3, 硅 锭
libvulpes:productingot:4, 铜 锭
libvulpes:productingot:5, 锡 锭
libvulpes:productingot:6, 钢 锭
libvulpes:productingot:7, 钛 锭
libvulpes:productingot:9, 铝 锭
libvulpes:productingot:10, 铱 锭
libvulpes:productgem:0, 双锂 水晶
libvulpes:productboule:3, 硅 球
libvulpes:productnugget:3, 硅 粒
libvulpes:productnugget:4, 铜 粒
libvulpes:productnugget:5, 锡 粒
libvulpes:productnugget:6, 钢 粒
libvulpes:productnugget:7, 钛 粒
libvulpes:productnugget:9, 铝 粒
libvulpes:productnugget:10, 铱 粒
libvulpes:productplate:1, 铁 板
libvulpes:productplate:2, 金 板
libvulpes:productplate:3, 硅 板
libvulpes:productplate:4, 铜 板
libvulpes:productplate:5, 锡 板
libvulpes:productplate:6, 钢 板
libvulpes:productplate:7, 钛 板
libvulpes:productplate:9, 铝 板
libvulpes:productplate:10, 铱 板
libvulpes:productrod:1, 铁 棒
libvulpes:productrod:4, 铜 棒
libvulpes:productrod:6, 钢 棒
libvulpes:productrod:7, 钛 棒
libvulpes:productrod:10, 铱 棒
libvulpes:productfan:6, 钢 扇叶
libvulpes:productsheet:1, 铁 片
libvulpes:productsheet:4, 铜 片
libvulpes:productsheet:6, 钢 片
libvulpes:productsheet:7, 钛 片
libvulpes:productsheet:9, 铝 片
libvulpes:productgear:6, 钢 齿轮
libvulpes:productgear:7, 钛 齿轮
libvulpes:ore0:0, 双锂 矿石
libvulpes:ore0:4, 铜 矿石
libvulpes:ore0:5, 锡 矿石
libvulpes:ore0:8, 金红石 矿石
libvulpes:ore0:9, 铝 矿石
libvulpes:ore0:10, 铱 矿石
libvulpes:metal0:4, 铜 块
libvulpes:metal0:5, 锡 块
libvulpes:metal0:6, 钢 块
libvulpes:metal0:7, 钛 块
libvulpes:metal0:9, 铝 块
libvulpes:metal0:10, 铱 块
libvulpes:coil0:2, 金 线圈
libvulpes:coil0:4, 铜 线圈
libvulpes:coil0:7, 钛 线圈
libvulpes:coil0:9, 铝 线圈
libvulpes:coil0:10, 铱 线圈
advancedrocketry:launchpad, 发射台
advancedrocketry:rocketbuilder, 火箭组装机
advancedrocketry:structuretower, 结构塔
advancedrocketry:seat, 座位
advancedrocketry:rocketmotor, 单推进火箭发动机
advancedrocketry:advrocketmotor, 高级火箭发动机
advancedrocketry:fueltank, 单推进燃料箱
advancedrocketry:fuelingstation, 燃油站
advancedrocketry:monitoringstation, 火箭监测站
advancedrocketry:satellitebuilder, 卫星建造机
advancedrocketry:moonturf, 月面土
advancedrocketry:moonturf_dark, 暗月草皮
advancedrocketry:hotturf, 氧化铁砂
advancedrocketry:loader:0, 数据总线
advancedrocketry:loader:1, 卫星仓
advancedrocketry:loader:2, 火箭卸载器
advancedrocketry:loader:3, 火箭装载器
advancedrocketry:loader:4, 火箭液体卸载器
advancedrocketry:loader:5, 火箭液体装载器
advancedrocketry:loader:6, 导航电脑访问舱口
advancedrocketry:precisionassemblingmachine, 精确组装机
advancedrocketry:blastbrick, 隔热砖
advancedrocketry:quartzcrucible, 石英坩埚
advancedrocketry:crystallizer, 结晶器
advancedrocketry:cuttingmachine, 切割机
advancedrocketry:alienwood, 木头
advancedrocketry:alienleaves, 轻木树叶
advancedrocketry:aliensapling, 轻木树苗
advancedrocketry:observatory, 瞭望台
advancedrocketry:blackholegenerator, 黑洞发电机
advancedrocketry:concrete, 混凝土
advancedrocketry:planetselector, 星球选择器
advancedrocketry:satellitecontrolcenter, 卫星终端
advancedrocketry:planetanalyser, 天体数据处理器
advancedrocketry:guidancecomputer, 导航电脑
advancedrocketry:arcfurnace, 电弧高炉
advancedrocketry:sawblade, 电锯
advancedrocketry:lathe, 车床
advancedrocketry:rollingmachine, 卷板机
advancedrocketry:platepress, 小型压板器
advancedrocketry:stationbuilder, 太空站组装机
advancedrocketry:electrolyser, 电解器
advancedrocketry:chemicalreactor, 化学反应器
advancedrocketry:oxygenscrubber, 二氧化碳净化器
advancedrocketry:oxygenvent, 氧气排放口
advancedrocketry:oxygencharger, 气体装填台
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:landingpad, 停靠台
advancedrocketry:warpcore, 跃迁核心
advancedrocketry:warpmonitor, 跃迁控制器
advancedrocketry:oxygendetection, 大气检测机
advancedrocketry:unlittorch, 熄灭的火把
advancedrocketry:geode, 晶簇方块
advancedrocketry:oxygenfluid, 氧气
advancedrocketry:hydrogenfluid, 氢气
advancedrocketry:rocketfuel, 火箭燃料
advancedrocketry:nitrogenfluid, 氮气
advancedrocketry:enrichedlavafluid, 浓缩岩浆块
advancedrocketry:vitrifiedsand, 玻璃化沙子
advancedrocketry:charcoallog, 碳化树
advancedrocketry:electricmushroom, 电蘑菇
advancedrocketry:crystal:0, 紫水晶方块
advancedrocketry:crystal:1, 蓝水晶方块
advancedrocketry:crystal:2, 绿水晶方块
advancedrocketry:crystal:3, 红水晶方块
advancedrocketry:crystal:4, 黄水晶方块
advancedrocketry:crystal:5, 橙水晶方块
advancedrocketry:orientationcontroller, 方向控制器
advancedrocketry:gravitycontroller, 空间站重力控制器
advancedrocketry:drill, 钻头
advancedrocketry:microwavereciever, 微波接收器
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:solarpanel, 太阳能板
advancedrocketry:suitworkstation, 太空服调节台
advancedrocketry:biomescanner, 生物群系扫描仪
advancedrocketry:terraformer, 大气修改器
advancedrocketry:deployablerocketbuilder, 无人飞船组装器
advancedrocketry:liquidtank, 压力槽
advancedrocketry:intake, 气体收集器
advancedrocketry:circlelight, 空间站光源
advancedrocketry:solargenerator, 太阳能发电机
advancedrocketry:stationmarker, 空间站停靠点
advancedrocketry:altitudecontroller, 海拔控制器
advancedrocketry:railgun, 方块大炮
advancedrocketry:astrobed, tile.astroBed.name
advancedrocketry:planetholoselector, 全息行星选择器
advancedrocketry:blocklens, 透镜
advancedrocketry:forcefield, 力场方块
advancedrocketry:forcefieldprojector, 力场投射器
advancedrocketry:pipesealer, 密封管
advancedrocketry:spaceelevatorcontroller, 太空电梯
advancedrocketry:beacon, 信标
advancedrocketry:planks, 轻木木板
advancedrocketry:thermitetorch, 热剂火把
advancedrocketry:wirelesstransciever, 无线收发器
advancedrocketry:blockpump, 机械流体泵管道
advancedrocketry:centrifuge, 源质离心机
advancedrocketry:basalt, 玄武岩
advancedrocketry:landingfloat, 降落浮筒
advancedrocketry:gravitymachine, 区域重力控制器
advancedrocketry:spacelaser, 轨道激光钻
advancedrocketry:productdust:0, 钛铝合金 粉
advancedrocketry:productdust:1, 钛铱合金 粉
advancedrocketry:productingot:0, 钛铝合金 锭
advancedrocketry:productingot:1, 钛铱合金 锭
advancedrocketry:productnugget:0, 钛铝合金 粒
advancedrocketry:productnugget:1, 钛铱合金 粒
advancedrocketry:productplate:0, 钛铝合金 板
advancedrocketry:productplate:1, 钛铱合金 板
advancedrocketry:productrod:0, 钛铝合金 棒
advancedrocketry:productrod:1, 钛铱合金 棒
advancedrocketry:productsheet:0, 钛铝合金 片
advancedrocketry:productsheet:1, 钛铱合金 片
advancedrocketry:productgear:0, 钛铝合金 齿轮
advancedrocketry:productgear:1, 钛铱合金 齿轮
advancedrocketry:metal0:0, 钛铝合金 块
advancedrocketry:metal0:1, 钛铱合金 块
libvulpes:linker, 连接器
libvulpes:battery:0, 小号电池
libvulpes:battery:1, 2x小号电池
libvulpes:holoprojector, 全息投影器
advancedrocketry:iquartzcrucible, 石英坩埚
advancedrocketry:orescanner, 矿物扫描仪
advancedrocketry:satellitepowersource:0, 基础太阳能板
advancedrocketry:satellitepowersource:1, 大型太阳能板
advancedrocketry:satelliteprimaryfunction:0, 光学传感器
advancedrocketry:satelliteprimaryfunction:1, 成分传感器
advancedrocketry:satelliteprimaryfunction:2, 质量检测器
advancedrocketry:satelliteprimaryfunction:3, 微波传输器
advancedrocketry:satelliteprimaryfunction:4, 矿物扫描仪
advancedrocketry:satelliteprimaryfunction:5, 生物群落修改器
advancedrocketry:itemcircuitplate:0, 基础电路板
advancedrocketry:itemcircuitplate:1, 高级电路板
advancedrocketry:ic:0, 基础芯片
advancedrocketry:ic:1, 跟踪芯片
advancedrocketry:ic:2, 高级芯片
advancedrocketry:ic:3, 控制芯片板
advancedrocketry:ic:4, 物品IO芯片板
advancedrocketry:ic:5, 液体IO芯片板
advancedrocketry:wafer:0, 硅晶圆
advancedrocketry:dataunit:0, 数据存储单元
advancedrocketry:satellite, 卫星
advancedrocketry:satelliteidchip, 卫星ID芯片
advancedrocketry:planetidchip, 星球ID芯片
advancedrocketry:misc:0, 用户界面
advancedrocketry:misc:1, 碳砖
advancedrocketry:sawbladeiron:0, 铁锯片
advancedrocketry:spacestationchip:0, 空间站ID芯片
advancedrocketry:spacestation:0, 空间站容器
advancedrocketry:spacehelmet, 太空头盔
advancedrocketry:spaceboots, 太空鞋
advancedrocketry:spacechestplate, 太空胸甲
advancedrocketry:spaceleggings, 太空裤子
advancedrocketry:bucketrocketfuel, 火箭燃料罐
advancedrocketry:bucketnitrogen, 氮气罐
advancedrocketry:buckethydrogen, 氢气罐
advancedrocketry:bucketoxygen, 氧气罐
advancedrocketry:bucketenrichedlava, 浓缩岩浆罐
advancedrocketry:smallairlockdoor, 小气密门
advancedrocketry:carbonscrubbercartridge, 碳收集器
advancedrocketry:sealdetector, 气密检测器
advancedrocketry:jackhammer, 气锤
advancedrocketry:asteroidchip, 小行星ID芯片
advancedrocketry:elevatorchip, 太空电梯芯片
advancedrocketry:lens:0, 基础透镜
advancedrocketry:jetpack, 飞行背包
advancedrocketry:pressuretank:0, 低压槽
advancedrocketry:pressuretank:1, 压力槽
advancedrocketry:pressuretank:2, 高压槽
advancedrocketry:pressuretank:3, 超高压槽
advancedrocketry:itemupgrade:0, 悬停升级
advancedrocketry:itemupgrade:1, 飞行速度控制升级
advancedrocketry:itemupgrade:2, 仿生腿升级
advancedrocketry:itemupgrade:3, 降落缓冲鞋
advancedrocketry:itemupgrade:4, 雾镜
advancedrocketry:atmanalyser, 大气分析器
advancedrocketry:basiclasergun, 基础激光枪
advancedrocketry:beaconfinder, 信标定位器
advancedrocketry:thermite, 热剂
advancedrocketry:hovercraft, 气垫飞行器
advancedrocketry:biomechanger, 生物群系改变器遥控终端
forge:bucketfilled, %s桶
securitycraft:laser_block, 激光方块
securitycraft:keypad, 键盘
securitycraft:mine, 地雷
securitycraft:retinal_scanner, 虹膜扫描仪
securitycraft:bogus_lava, 假熔岩
securitycraft:bogus_lava_flowing, tile.securitycraft:bogusLavaFlowing.name
securitycraft:bogus_water, 假水
securitycraft:bogus_water_flowing, tile.securitycraft:bogusWaterFlowing.name
securitycraft:keycard_reader, 钥匙卡读卡器
securitycraft:reinforced_iron_trapdoor, 强化铁活板门
securitycraft:bouncing_betty, 弹跳贝蒂
securitycraft:inventory_scanner, 物品栏扫描器
securitycraft:track_mine, 铁轨地雷
securitycraft:cage_trap, 陷阱笼子
securitycraft:portable_radar, 便携式雷达
securitycraft:reinforced_iron_bars, 强化铁栏杆
securitycraft:keypad_chest, 密码箱
securitycraft:username_logger, 用户名记录器
securitycraft:alarm, 报警器
securitycraft:reinforced_stone:0, 强化石头
securitycraft:reinforced_stone:1, 强化花岗岩
securitycraft:reinforced_stone:2, 强化磨制花岗岩
securitycraft:reinforced_stone:3, 强化闪长岩
securitycraft:reinforced_stone:4, 强化磨制闪长岩
securitycraft:reinforced_stone:5, 强化安山岩
securitycraft:reinforced_stone:6, 强化磨制安山岩
securitycraft:reinforced_sandstone:0, 强化砂岩
securitycraft:reinforced_sandstone:1, 强化錾制砂岩
securitycraft:reinforced_sandstone:2, 强化平滑砂岩
securitycraft:reinforced_dirt:0, 强化泥土
securitycraft:reinforced_dirt:1, Reinforced Coarse Dirt
securitycraft:reinforced_dirt:2, Reinforced Podzol
securitycraft:reinforced_cobblestone, 强化圆石
securitycraft:reinforced_fence_gate, 带电的铁栅栏门
securitycraft:reinforced_planks:0, 强化橡木木板
securitycraft:reinforced_planks:1, 强化云杉木板
securitycraft:reinforced_planks:2, 强化白桦木板
securitycraft:reinforced_planks:3, 强化丛林木板
securitycraft:reinforced_planks:4, 强化金合欢木板
securitycraft:reinforced_planks:5, 强化深色橡木木板
securitycraft:panic_button, 紧急按钮
securitycraft:keypad_frame, 框架
securitycraft:claymore, 阔剑地雷
securitycraft:keypad_furnace, 密码炉
securitycraft:security_camera, 安防摄像头
securitycraft:reinforced_stairs_oak, 强化橡木楼梯
securitycraft:reinforced_stairs_spruce, 强化云杉楼梯
securitycraft:reinforced_stairs_cobblestone, 强化圆石楼梯
securitycraft:reinforced_stairs_sandstone, 强化砂岩楼梯
securitycraft:reinforced_stairs_birch, 强化白桦楼梯
securitycraft:reinforced_stairs_jungle, 强化丛林楼梯
securitycraft:reinforced_stairs_acacia, 强化金合欢楼梯
securitycraft:reinforced_stairs_darkoak, 强化深色橡木楼梯
securitycraft:reinforced_stairs_stone, 强化石楼梯
securitycraft:electrified_iron_fence, 带电的铁栅栏
securitycraft:ims, 智能弹药系统
securitycraft:reinforced_glass_block, 强化玻璃
securitycraft:reinforced_stained_glass:0, 强化白色玻璃
securitycraft:reinforced_stained_glass:1, 强化橙色玻璃
securitycraft:reinforced_stained_glass:2, 强化红色玻璃
securitycraft:reinforced_stained_glass:3, 强化淡蓝色玻璃
securitycraft:reinforced_stained_glass:4, 强化黄色玻璃
securitycraft:reinforced_stained_glass:5, 强化淡灰色玻璃
securitycraft:reinforced_stained_glass:6, 强化粉红色玻璃
securitycraft:reinforced_stained_glass:7, 强化灰色玻璃
securitycraft:reinforced_stained_glass:8, 强化淡灰色玻璃
securitycraft:reinforced_stained_glass:9, 强化青色玻璃
securitycraft:reinforced_stained_glass:10, 强化紫色玻璃
securitycraft:reinforced_stained_glass:11, 强化蓝色玻璃
securitycraft:reinforced_stained_glass:12, 强化棕色玻璃
securitycraft:reinforced_stained_glass:13, 强化绿色玻璃
securitycraft:reinforced_stained_glass:14, 强化红色玻璃
securitycraft:reinforced_stained_glass:15, 强化黑色玻璃
securitycraft:reinforced_wood_slabs:0, 强化橡木台阶
securitycraft:reinforced_wood_slabs:1, 强化云杉台阶
securitycraft:reinforced_wood_slabs:2, 强化白桦台阶
securitycraft:reinforced_wood_slabs:3, 强化丛林台阶
securitycraft:reinforced_wood_slabs:4, 强化金合欢台阶
securitycraft:reinforced_wood_slabs:5, 强化深色橡木台阶
securitycraft:reinforced_stone_slabs:0, 强化石台阶
securitycraft:reinforced_stone_slabs:1, 强化圆石台阶
securitycraft:reinforced_stone_slabs:2, 强化砂岩台阶
securitycraft:reinforced_stone_slabs:3, 强化石砖台阶
securitycraft:reinforced_stone_slabs:4, 强化红砖台阶
securitycraft:reinforced_stone_slabs:5, 强化地狱砖台阶
securitycraft:reinforced_stone_slabs:6, 强化石英台阶
securitycraft:protecto, 防火墙
securitycraft:reinforced_stone_brick:0, 强化石砖
securitycraft:reinforced_stone_brick:1, 强化苔石砖
securitycraft:reinforced_stone_brick:2, 强化裂石砖
securitycraft:reinforced_stone_brick:3, 强化錾制石砖
securitycraft:reinforced_stairs_stone_brick, 强化石砖楼梯
securitycraft:reinforced_mossy_cobblestone, 强化苔石
securitycraft:reinforced_brick, 强化砖块
securitycraft:reinforced_stairs_brick, 强化红砖楼梯
securitycraft:reinforced_nether_brick, 强化地狱砖
securitycraft:reinforced_stairs_nether_brick, 强化地狱砖楼梯
securitycraft:reinforced_hardened_clay, 强化陶瓦
securitycraft:reinforced_stained_hardened_clay:0, 强化白色陶瓦
securitycraft:reinforced_stained_hardened_clay:1, 强化橙色陶瓦
securitycraft:reinforced_stained_hardened_clay:2, 强化品红色陶瓦
securitycraft:reinforced_stained_hardened_clay:3, 强化淡蓝色陶瓦
securitycraft:reinforced_stained_hardened_clay:4, 强化黄色陶瓦
securitycraft:reinforced_stained_hardened_clay:5, 强化黄绿色陶瓦
securitycraft:reinforced_stained_hardened_clay:6, 强化粉红色陶瓦
securitycraft:reinforced_stained_hardened_clay:7, 强化灰色陶瓦
securitycraft:reinforced_stained_hardened_clay:8, 强化淡灰色陶瓦
securitycraft:reinforced_stained_hardened_clay:9, 强化青色陶瓦
securitycraft:reinforced_stained_hardened_clay:10, 强化紫色陶瓦
securitycraft:reinforced_stained_hardened_clay:11, 强化蓝色陶瓦
securitycraft:reinforced_stained_hardened_clay:12, 强化棕色陶瓦
securitycraft:reinforced_stained_hardened_clay:13, 强化绿色陶瓦
securitycraft:reinforced_stained_hardened_clay:14, 强化红色陶瓦
securitycraft:reinforced_stained_hardened_clay:15, 强化黑色陶瓦
securitycraft:reinforced_logs:0, 强化橡木
securitycraft:reinforced_logs:1, 强化云杉木
securitycraft:reinforced_logs:2, 强化白桦木
securitycraft:reinforced_logs:3, 强化丛林木
securitycraft:reinforced_logs2:0, 强化金合欢木
securitycraft:reinforced_logs2:1, 强化深色橡木
securitycraft:reinforced_metals:0, 强化金块
securitycraft:reinforced_metals:1, 强化铁块
securitycraft:reinforced_metals:2, 强化钻石块
securitycraft:reinforced_metals:3, 强化绿宝石块
securitycraft:reinforced_metals:4, 强化红石块
securitycraft:reinforced_compressed_blocks:0, 强化青金石块
securitycraft:reinforced_compressed_blocks:1, 强化煤炭块
securitycraft:reinforced_wool:0, 强化白色羊毛
securitycraft:reinforced_wool:1, 强化橙色羊毛
securitycraft:reinforced_wool:2, 强化品红色羊毛
securitycraft:reinforced_wool:3, 强化淡蓝色羊毛
securitycraft:reinforced_wool:4, 强化黄色羊毛
securitycraft:reinforced_wool:5, 强化黄绿色羊毛
securitycraft:reinforced_wool:6, 强化粉红色羊毛
securitycraft:reinforced_wool:7, 强化灰色羊毛
securitycraft:reinforced_wool:8, 强化淡灰色羊毛
securitycraft:reinforced_wool:9, 强化青色羊毛
securitycraft:reinforced_wool:10, 强化紫色羊毛
securitycraft:reinforced_wool:11, 强化蓝色羊毛
securitycraft:reinforced_wool:12, 强化棕色羊毛
securitycraft:reinforced_wool:13, 强化绿色羊毛
securitycraft:reinforced_wool:14, 强化红色羊毛
securitycraft:reinforced_wool:15, 强化黑色羊毛
securitycraft:reinforced_quartz:0, 强化石英块
securitycraft:reinforced_quartz:1, 强化錾制石英块
securitycraft:reinforced_quartz:2, 强化竖纹石英块
securitycraft:reinforced_stairs_quartz, 强化石英楼梯
securitycraft:reinforced_prismarine:0, 强化海晶石
securitycraft:reinforced_prismarine:1, 强化海晶石砖
securitycraft:reinforced_prismarine:2, 强化暗海晶石
securitycraft:reinforced_red_sandstone:0, 强化红砂岩
securitycraft:reinforced_red_sandstone:1, 强化錾制红砂岩
securitycraft:reinforced_red_sandstone:2, 强化平滑红砂岩
securitycraft:reinforced_stairs_red_sandstone, 强化红砂岩楼梯
securitycraft:reinforced_stone_slabs2:0, 强化红砂岩台阶
securitycraft:reinforced_stone_slabs2:1, 强化紫珀台阶
securitycraft:reinforced_end_stone_bricks, 强化末地石砖
securitycraft:reinforced_red_nether_brick, 强化红色地狱砖
securitycraft:reinforced_purpur:0, 强化紫珀块
securitycraft:reinforced_purpur:1, 强化竖纹紫珀块
securitycraft:reinforced_stairs_purpur, 强化紫珀楼梯
securitycraft:reinforced_concrete:0, 强化白色混凝土
securitycraft:reinforced_concrete:1, 强化橙色混凝土
securitycraft:reinforced_concrete:2, 强化品红色混凝土
securitycraft:reinforced_concrete:3, 强化淡蓝色混凝土
securitycraft:reinforced_concrete:4, 强化黄色混凝土
securitycraft:reinforced_concrete:5, 强化黄绿色混凝土
securitycraft:reinforced_concrete:6, 强化粉红色混凝土
securitycraft:reinforced_concrete:7, 强化灰色混凝土
securitycraft:reinforced_concrete:8, 强化淡灰色混凝土
securitycraft:reinforced_concrete:9, 强化青色混凝土
securitycraft:reinforced_concrete:10, 强化紫色混凝土
securitycraft:reinforced_concrete:11, 强化蓝色混凝土
securitycraft:reinforced_concrete:12, 强化棕色混凝土
securitycraft:reinforced_concrete:13, 强化绿色混凝土
securitycraft:reinforced_concrete:14, 强化红色混凝土
securitycraft:reinforced_concrete:15, 强化黑色混凝土
securitycraft:motion_activated_light, 触发式光源
securitycraft:reinforced_obsidian, 强化黑曜石
securitycraft:reinforced_netherrack, 强化地狱岩
securitycraft:reinforced_end_stone, 强化末地石
securitycraft:reinforced_sea_lantern, 强化海晶石
securitycraft:reinforced_bone_block, 强化骨块
securitycraft:reinforced_glass_pane, 强化玻璃板
securitycraft:reinforced_stained_panes:0, 强化白色玻璃板
securitycraft:reinforced_stained_panes:1, 强化橙色玻璃板
securitycraft:reinforced_stained_panes:2, 强化浅红色玻璃板
securitycraft:reinforced_stained_panes:3, 强化淡蓝色玻璃板
securitycraft:reinforced_stained_panes:4, 强化黄色玻璃板
securitycraft:reinforced_stained_panes:5, 强化淡灰色玻璃板
securitycraft:reinforced_stained_panes:6, 强化粉红色玻璃板
securitycraft:reinforced_stained_panes:7, 强化灰色玻璃板
securitycraft:reinforced_stained_panes:8, 强化淡灰色玻璃板
securitycraft:reinforced_stained_panes:9, 强化青色玻璃板
securitycraft:reinforced_stained_panes:10, 强化紫色玻璃板
securitycraft:reinforced_stained_panes:11, 强化蓝色玻璃板
securitycraft:reinforced_stained_panes:12, 强化棕色玻璃板
securitycraft:reinforced_stained_panes:13, 强化绿色玻璃板
securitycraft:reinforced_stained_panes:14, 强化红色玻璃板
securitycraft:reinforced_stained_panes:15, 强化黑色玻璃板
securitycraft:reinforced_carpet:0, 强化白色地毯
securitycraft:reinforced_carpet:1, 强化橙色地毯
securitycraft:reinforced_carpet:2, 强化品红色地毯
securitycraft:reinforced_carpet:3, 强化淡蓝色地毯
securitycraft:reinforced_carpet:4, 强化黄色地毯
securitycraft:reinforced_carpet:5, 强化黄绿色地毯
securitycraft:reinforced_carpet:6, 强化粉红色地毯
securitycraft:reinforced_carpet:7, 强化灰色地毯
securitycraft:reinforced_carpet:8, 强化淡灰色地毯
securitycraft:reinforced_carpet:9, 强化青色地毯
securitycraft:reinforced_carpet:10, 强化紫色地毯
securitycraft:reinforced_carpet:11, 强化蓝色地毯
securitycraft:reinforced_carpet:12, 强化棕色地毯
securitycraft:reinforced_carpet:13, 强化绿色地毯
securitycraft:reinforced_carpet:14, 强化红色地毯
securitycraft:reinforced_carpet:15, 强化黑色地毯
securitycraft:reinforced_glowstone, 强化荧石
securitycraft:reinforced_sand:0, 强化砂
securitycraft:reinforced_sand:1, 强化红沙
securitycraft:reinforced_gravel, 强化沙砾
securitycraft:trophy_system, Trophy System
securitycraft:crystal_quartz:0, 水晶石英块
securitycraft:crystal_quartz:1, 錾制水晶石英块
securitycraft:crystal_quartz:2, Pillar Crystal Quartz Block
securitycraft:reinforced_crystal_quartz:0, Reinforced Block of Crystal Quartz
securitycraft:reinforced_crystal_quartz:1, Reinforced Chiseled Crystal Quartz Block
securitycraft:reinforced_crystal_quartz:2, Reinforced Pillar Crystal Quartz Block
securitycraft:crystal_quartz_slab, Crystal Quartz Slab
securitycraft:reinforced_crystal_quartz_slab, Reinforced Crystal Quartz Slab
securitycraft:stairs_crystal_quartz, Crystal Quartz Stairs
securitycraft:reinforced_stairs_crystal_quartz, Reinforced Crystal Quartz Stairs
